groundTruth,predicted
"
Office of State Printing (OSP), Department of General Services, 14111509
44121505
82121507, Paper Materials and Products, ","
Prison Industry Authority (PIA), Department of General Services, 14111509, Paper Materials and Products, 

### Response:
P"
"
Forestry and Fire Protection, Department of, ","
Forestry and Fire Protection, Department of, "
"
SB/DVBE Option, $14.70, ","
SB/DVBE Option, $1.75, 
"
"
42311500.0, ","
42311500.0, "
"
nan, Franchise Tax Board, 41111500.0, ","
nan, Franchise Tax Board, 41111500.0, "
"
NON-IT Services, General Services, Department of, 1.0, $1388486.00, ","
NON-IT Services, General Services, Department of, 1.0, $1388486.00, "
"
Informal Competitive, 16068.0, 40140000.0, ","
Informal Competitive, 1742998.0, 40140000.0"
"
17171.0, Gerlinger Steel & Supply, $426.00, Steel, Mineral and Textile and Inedible Plant and Animal Materials, ","
31112.0, GCS Supplies Inc, $426.00, Steel, Mineral and Textile and Inedible Plant and Animal Materials, 

### Re"
"
Informal Competitive, Water and wastewater treatment supply and disposal, ","
Informal Competitive, Water and wastewater treatment supply and disposal, "
"
nan, Dairy products and eggs, ","
nan, Dairy products and eggs, "
"
Disinfecting Wipes, 7 x 8, Fresh Lavender, 75/Canister, 6/ Carton, $37.79, Electrical wire and cable and harness, ","
Disinfecting Wipes, 7 x 8, Fresh Lavender, 75/Canister, 6/ Carton, $37.79, Electrical wire and cable and harness, "
"
NON-IT Goods, 42271900.0, Medical Equipment and Accessories and Supplies, ","
NON-IT Goods, 42271900.0, Medical Equipment and Accessories and Supplies, "
"
nan, ORANGE SOCCER NET SET 24W 8H 6D 10'BOT, ","
nan, ORANGE SOCCER NET SET 24W 8H 6D 10',    "
"
01/08/2015, 47190.0, Office Xpress Inc, 44122000.0, Office Equipment and Accessories and Supplies, ","
01/08/2015, 47190.0, Office Xpress Inc, 44122000.0, Office Equipment and Accessories and Supplies, "
"
2014-2015, ","
2014-2015, "
"
04/08/2015, NON-IT Goods, 1729526.0, 112.0, ","
04/08/2015, NON-IT Goods, 1729526.0, 1510.0,"
"
","
"
"
nan, Floor Burnisher, 47121605, ","
nan, Floor Burnisher, 47121605, "
"
Security or access control systems, 46171600.0, ","
Security or access control systems, 46171600.0, "
"
2012-2013, Architectural and Engineering, nan, NO, $0.00, ","
2012-2013, Services are specifically exempt by statute, na"
"
95696, 76000000.0, ","
95696, 76000000.0, "
"
76120000.0, Refuse disposal and treatment, ","
76120000.0, Refuse disposal and treatment, "
"
","
"
"
Statewide Contract, Computer displays, ","
Statewide Contract, Computer displays, "
"
","
"
"
02/25/2014, River City Office Supply, 44103103
55121804
44101809, ","
02/25/2014, River City Office Supply, 44103103, 
### Response:
03/"
"
nan, 81161708.0, Telephone Support Service, ","
nan, 81161708.0, Telecommunication signal en"
"
NON-IT Services, nan, nan, Independent Review of Levee Evaulation Projects, Provide independent review of both the urban and non-urban levee
evaluation projects by reviewing policies, procedures, and methodologies
to ensure that DWR meets the current state of geotechnical practice and
also meets the US Army Corps of Engineers sta, nan, ","
NON-IT Services, nan, nan, Amendment #1, Amendment #1, Amendment #1, nan, 
,       Time extension only., nan,"
"
nan, ","
nan, "
"
NON-IT Goods, ","
NON-IT Goods, "
"
46156.0, CA-MB CA-SB, Apples, ","
15228.0, CA-MB CA-SB, Apples, "
"
910, ","
14-G0"
"
Mail and cargo transport, ","
Passenger transport, 
Pass"
"
nan, Batteries and cells and accessories, ","
nan, Batteries and cells and accessories, "
"
2012-2013, nan, 6.0, 24111503.0, Bags, 24110000.0, Material Handling and Conditioning and Storage Machinery and their Accessories and Supplies, ","
2012-2013, nan, 5.0, 24111503.0, Bags, 24110000.0, Material Handling and Conditioning and Storage Machinery and their Accessories and"
"
nan, UNLEASHING LEADERS INC, 1.0, 80100000.0, ","
nan, West Coast Business Insight, Inc., 1.0, 8"
"
03/24/2015, 1065902.0, vest, Defense and Law Enforcement and Security and Safety Equipment and Supplies, ","
03/24/2015, 1065902.0, vest stab, Defense and Law Enforcement and Security and Safety Equipment and Suppl"
"
1-09-70-05, 12-I0091, ","
1-09-70-01B, 12-I0137,"
"
Corrections and Rehabilitation, Department of, WARD FURNITURE, 56112304.0, ","
Corrections and Rehabilitation, Department of, WARD FURNITURE, 56112304.0, "
"
2013-2014, 43211500.0, Computer Equipment and Accessories, ","
2013-2014, 43211500.0, Computer Equipment and Accessories, "
"
Fair and Reasonable, nan, 50161500.0, ","
Formal Competitive, nan, 50161500.0,  "
"
06/11/2014, nan, Vocational training, ","
05/29/2014, nan, Vocational training, "
"
nan, NON-IT Services, ","
nan, NON-IT Services, "
"
11/09/2012, 10/10/2012, B0424, 2.0, 94121507.0, 94000000.0, ","
02/06/2013, 02/06/2013, W0919, 10.0, 94121507.0, 94000000.0,"
"
Informal Competitive, 46000000.0, ","
Informal Competitive, 46000000.0, "
"
2013-2014, 4500203203, WSCA/Coop, ","
2013-2014, 4500203825, WSCA/Coop, "
"
11/04/2014, Superior Court of California, County of San Mateo, NO, Civic organizations and associations and movements, ","
11/04/2014, CPS HR Consulting, NO, Civic organizations and associations and movements, 

### Response:
11/04/2014, CPS "
"
2014-2015, 15129.0, Heavy Duty Tape, ","
2014-2015, 15129.0, Heavy Duty Tape, "
"
nan, Informal Competitive, ","
nan, Informal Competitive, "
"
05/02/2013, 2012-2013, nan, CA-SB CA-SBE, NO, Door panels, 25000000.0, ","
03/12/2013, 2012-2013, nan, CA-MB CA-SB, NO, Door panels, 25000000.0, 
"
"
FEDEX CORPORATE SERVICES, INC., 78100000.0, Transportation and Storage and Mail Services, ","
FEDEX CORPORATE SERVICES, 78100000.0, Transportation and Storage and Mail Services, 

### "
"
nan, NON-IT Goods, Hunt & Sons, Inc, 15101505.0, Fuels and Fuel Additives and Lubricants and Anti corrosive Materials, ","
nan, NON-IT Goods, Hunt & Sons, Inc, 15101505.0, Fuels and Fuel Additives and Lubricants and Anti corrosive Materials, "
"
11/11/2014, nan, 16.0, ","
11/18/2014, nan, 600.0,"
"
2012-2013, $81256.50, 50131610
50131606, ","
2012-2013, $81256.50, 50131610,   

### R"
"
$90.00, ","
$90.00, "
"
76122300.0, ","
76122300.0, "
"
NO, ","
NO, "
"
SB/DVBE Option, CB380A black toner, 95742
(38.585855, -121.217204), ","
Informal Competitive, HP Black Toner, 95742
(38.585855, -121.217204)"
"
091D3048, NO, Drug ID and Symptom Guide, 5th Ed., Published Products, ","
096D3026, NO, Drug ID and Symptom Guide, Published Products, 
""Drugs a"
"
nan, 93720, 50181900.0, ","
nan, 93720, 50181900.0, "
"
07/01/2009, American Express, $393299.00, Financial and Insurance Services, 92782
(33.73018, -117.795309), ","
09/26/2012, American Express Credit Services, $393299.00, Financial and Insurance Services, 92782
(33.73018"
"
NO, 12.0, Accounting services, ","
NO, 8.0, Accounting services, 
"
"
nan, ProQuest LLC, NO, ","
nan, LexisNexis Matthew"
"
NON-IT Goods, nan, $29.90, ","
NON-IT Goods, nan, $768.00,"
"
nan, General Services, Department of, 1738340.0, 73152108.0, ","
nan, General Services, Department of, 1745491.0, 73152108.0, "
"
2014-2015, 13935.0, 15100000.0, ","
2014-2015, 13935.0, 15100000.0, "
"
1107581.0, NO, Rectifier for Microsageon, 48V, 6AMP, 120 VAC, 91911
(32.609584, -117.051066), ","
31552.0, NO, Rectifier, 91911
(32.609584, -117.051066), 

### Response:
22342.0,"
"
nan, 1.0, ","
nan, 1.0, "
"
12/19/2012, 55121702, ","
12/19/2012, 55121702, "
"
nan, ","
nan, "
"
09/17/2013, nan, 50202300.0, ","
08/30/2013, nan, 50202300.0, "
"
State Programs, Prison Industry Authority, Set in Place, 1.0, 24110000.0, Material Handling and Conditioning and Storage Machinery and their Accessories and Supplies, ","
State Programs, Prison Industry Authority, Ergonomic Chair, 1.0, 24110000.0, Material Handling and Conditioning and Storage Machinery and their Accessories and Supplie"
"
General Supply Company, NO, Batteries and generators and kinetic power transmission, ","
Bay Medical Co., Inc, NO, Batteries and generators and kinetic power transmission, 

"
"
06/20/2013, 1-12-89-52, Statewide Contract, GREEN BEANS, Frozen beans, 50440000.0, ","
11/26/2012, 1-12-89-52, Statewide Contract, GREEN BEANS, Frozen beans, Frozen beans"
"
nan, KLAMATH PACIFIC, 1.0, 30120000.0, ","
nan, Placer County Union Highways, 1.0,"
"
nan, 1.0, ","
nan, 1.0, "
"
NO, Fuels and Fuel Additives and Lubricants and Anti corrosive Materials, ","
NO, Fuels and Fuel Additives and Lubricants and Anti corrosive Materials, "
"
Informal Competitive, 43211700.0, Information Technology Broadcasting and Telecommunications, ","
Services are specifically exempt by policy, 43211700.0, Information Technology Broadcasting an"
"
11/14/2014, 4500197835, NO, 44101501, 44000000.0, ","
05/17/2015, 4500180912, NO, 44101501, 44000000.0, "
"
Statewide Contract, NO, ","
Statewide Contract, NO, "
"
Building Resource Management, Inc., CA-MB CA-SB, NO, $5028.40, ","
TEX-CHEM CORPORATION, CA-MB CA-SB, NO, $5028.40,               "
"
nan, River City Office Supply, CA-SB, ","
nan, River City Office Supply, CA-SB, "
"
nan, Aluminum ultra violet welded structural assemblies, ","
nan, Steel plate,                                  "
"
NO, chiller, ","
NO, chiller, "
"
","
"
"
nan, Verizon Wireless, Casio Ravine 2 No Camera  - New Activation, $0.00, Communications Devices and Accessories, ","
nan, Verizon Wireless, Casio Ravine 2 No Camera, $0.00, Communications Devices and Accessories, 

### Response:
na"
"
nan, NON-IT Goods, 1.0, ","
nan, NON-IT Goods, 1.0, "
"
40000000.0, ","
40000000.0, "
"
43222609, 43222609.0, Data Voice or Multimedia Network Equipment or Platforms and Accessories, ","
43222612, 43222612.0, Data Voice or Multimedia Network Equipment or Platforms and Accessories, "
"
09/20/2012, Emergency Contract, ","
09/09/2012, Emergency Contract, "
"
","
"
"
nan, PO322410, 1753276.0, Spangler Aquaculture, nan, Live carp, ","
nan, PO421720, 1001958.0, Cabela's, nan, Live fish,    fish food"
"
77100000.0, ","
77100000.0, "
"
$142.34, 15101506.0, ","
$142.34, 15101506.0, "
"
93010, FLANGE,CS,WELD NECK,150#,12"", $82.41, 31160000.0, Hardware, Manufacturing Components and Supplies, ","
93010, FLANGE,CS,WELD NECK,150#,12"", $8.88, 31160000.0, Hardware, Manufacturing Components and Supplies, "
"
Franchise Tax Board, CA-MB CA-SB CA-SBE, 94526, $11140.00, ","
Franchise Tax Board, CA-MB CA-SB CA-SBE, 94526, $11140.00, "
"
01/14/2014, ","
04/24/2014, "
"
Informal Competitive, 46732.0, NO, ","
Informal Competitive, 46732.0, NO, "
"
Fresh bread, 50180000.0, ","
Fresh bread, 50180000.0, "
"
Personal Services, Healthcare Services, ","
Personal Services, Healthcare Services, "
"
08/10/2012, BMI Imaging Systems, ","
09/03/2012, BMI Imaging Systems, "
"
$68.00, ","
$68.00, "
"
93402, 1.0, $40000.00, 77111505.0, 77000000.0, ","
93402, 1.0, $40000.00, 77111505.0, 77000000.0, "
"
06/27/2014, NON-IT Goods, Fleet, Fuel for Equip. 15R035, $118.81, 15101500.0, Petroleum and distillates, ","
06/27/2014, NON-IT Goods, Fleet, Fuel for Equip. 15R035, $118.81, 15101500.0, Petroleum and distillates, "
"
nan, 80121609.0, ","
nan, 80121609.0, "
"
8224, nan, $644232.92, ","
8022, WBE, $644232.92, "
"
","
"
"
2014-2015, 4500258149, 95815, 10.0, 31161601.0, ","
2014-2015, 4500258616, 95815, 50.0, 31161601.0, "
"
State Programs, Industrial Relations, Department of, Jefferson mesh chair, ","
State Programs, Industrial Relations, Department of, Madison Chair w/headre"
"
2014-2015, NO, dodge ram, 25000000.0, ","
2014-2015, NO, Dodge Ram, 25000000.0, "
"
nan, ","
nan, "
"
nan, NO, 12.0, 50402500.0, Carrots, ","
nan, NO, 6400.0, 50402500.0, Carrots"
"
4500275602, NON-IT Goods, $422329.90, Slacks and trousers and shorts, 73529
(34.361458, -97.971748), ","
4500275174, NON-IT Goods, $422329.90, Slacks and trousers and shorts, 73529
(34.361458, -97.97"
"
NON-IT Goods, ","
NON-IT Goods, "
"
","
"
"
76121501, nan, ","
76121501, nan, "
"
nan, ","
nan, "
"
78101800.0, ","
78101800.0, "
"
02/27/2013, $99.99, 43191501.0, Information Technology Broadcasting and Telecommunications, ","
02/20/2013, $99.99, 43191501.0, Information Technology Broadcasting and Telecommunications, "
"
2013-2014, 4500212688, ","
2013-2014, 4500211646, "
"
02/08/2015, 48101711.0, 48100000.0, ","
02/09/2015, 48101711.0, 48100000.0, "
"
$16.76, 23152200.0, Industrial Manufacturing and Processing Machinery and Accessories, ","
$6.19, 23152200.0, Industrial Manufacturing and Processing Machinery and Accessories, 
"
"
05/27/2014, Services are specifically exempt by statute, Public Health, Department of, California State University, Sacramento, 1.0, $139653.00, 85000000.0, Healthcare Services, ","
05/27/2014, Services are specifically exempt by statute, Public Health, Department of, County of San Francisco, 1.0, $139653.00, 85000000.0,"
"
$23.25, Food Beverage and Tobacco Products, ","
$0.32, Food Beverage and Tobacco Products, 
"
"
Cisco Systems Inc., High end computer servers, Computer Equipment and Accessories, ","
Cisco Systems Inc., High end computer servers, Computer Equipment and Accessories, "
"
nan, Chair, Manhattan MidBack, 56000000.0, ","
nan, Manhattan MidBack, Royal, 56000000.0, "
"
92118
(32.673805, -117.167763), ","
92118
(32.673805, -117.167763), "
"
Expert Witneses, Legal services, 80000000.0, ","
Expert Witneses, Legal services, 80000000.0, "
"
State Hospitals, Department of, 4120.0, CA-SB, 1.0, ","
State Hospitals, Department of, 12302.0, CA-SB, 1.0,"
"
01/13/2014, Prison Industry Authority (PIA), Prison Industry Authority, 42142901.0, Medical Equipment and Accessories and Supplies, ","
01/13/2014, Prison Industry Authority (PIA), Prison Industry Authority, 42142901.0, Medical Equipment and Accessories and Supplies, "
"
nan, Consumer Affairs, Department of, $520.00, ","
nan, Consumer Affairs, Department of, $435.00, "
"
nan, nan, Track lighting, Electrical Systems and Lighting and Components and Accessories and Supplies, ","
nan, nan, High intensity discharge HID fixture, Electrical Systems and Lighting and Components and Acce"
"
2014-2015, nan, Waste Management of Cal Sierra Disposal, Inc., 47121702.0, ","
2014-2015, nan, R & J Wholesale Service, 47121702.0,   

### Response:
2014"
"
Crop Production Services, Inc., Garlon 4 Ultra, 10170000.0, ","
River City Office Supply, Garlon 4 Ultra, 10170000.0,   

##"
"
02702 - Phase I, nan, $3092.90, ","
02702 - Phase I, nan, $2031.90, "
"
","
"
"
System and system component administration services, 81000000.0, ","
System and system component administration services, 81000000.0, "
"
50182003.0, Cakes and pies and pastries, 50000000.0, ","
50182003.0, Cakes and pies and pastries, 50000000.0, "
"
nan, Office machines and their supplies and accessories, Office Equipment and Accessories and Supplies, ","
nan, Office machines and their supplies and accessories, Office Equipment and Accessories and Supplies, "
"
06/11/2013, nan, 52150000.0, 93706
(36.675079, -119.865393), ","
06/11/2013, nan, 52150000.0, 93706
(36.675079, -119.865393), "
"
Personal Services, 60105900.0, ","
Personal Services, 60105900.0, "
"
McKesson Medical - Surgical Minnesota Su, 26121636.0, Power cord, Electrical cable and accessories, ","
McKesson Medical - Surgical Minnesota Su, 26121636.0, Universal motor AC, Electric alternating curre"
"
2013-2014, 1730675.0, 26111704
60104906
25191806
26111727, Batteries and cells and accessories, ","
2013-2014, 27292.0, 26111704, Batteries and cells and accessories,  

### Response:
2013-2014, 1"
"
HDR DISTRIBUTING CO., ONIONS,DRY YELLOW, Live Plant and Animal Material and Accessories and Supplies, ","
VWR International, ONION, DRY YELLOW, Live Plant and Animal Material and Accessories and Supplies, 

#"
"
12/05/2008, ","
06/25/2015, "
"
08/12/2013, 5.0, ","
08/11/2013, 5.0, "
"
Public Works, 95470, Minor B Maintenance - Install chain link railing, 95470
(39.278782, -123.247219), ","
Public Works, 94550, Minor B Maintenance, 94550
(37.617901, -121.711865), 

### Response:
Public Works,"
"
","
"
"
NO, $5359.50, Prepared and preserved foods, 90245
(33.918775, -118.403388), ","
NO, $3587.50, Prepared and preserved foods, 90245
(33.918775, -118.403388), "
"
2013-2014, 95404, ","
2013-2014, 95404, "
"
nan, ","
nan, "
"
Personal Services, ","
Personal Services, "
"
05/07/2013, Fleet, ","
05/02/2013, Fleet, "
"
nan, ","
nan, "
"
06/10/2013, 1-13-89-78, 1729526.0, CA-SB, ","
06/10/2013, 1-13-89-13, 1729526.0, CA-SB, "
"
12/16/2014, 2014-2015, nan, IT Goods, $163029.12, Information Technology Broadcasting and Telecommunications, 95973
(39.818951, -121.871582), ","
12/17/2014, 2014-2015, nan, IT Goods, $163029.12, Information Technology Broadcasting and Telecommunications, 95973
(39.818951,"
"
4500198940, NO, 50190000.0, ","
4500199304, NO, 50190000.0, "
"
Phoenix Contract, Medical facility products, ","
Pentagon Safety & Supply, Medical facility pr"
"
nan, nan, nan, ","
nan, nan, nan, "
"
Consumer Affairs, Department of, Paper products, 94065
(37.534305, -122.247522), ","
Consumer Affairs, Department of, Paper products, 94065
(37.534305, -122.247522), "
"
","
"
"
CompuCom Systems inc., NO, ","
CompuCom Systems inc., NO, "
"
4500206120, 12341.0, $1909.01, ","
4500206256, 12341.0, $1909.01, "
"
Laboratory Equipment, ","
Laboratory Equipment, "
"
18030.0, Towels, ","
18030.0, Bath Tis"
"
nan, ","
nan, "
"
NO, ","
NO, "
"
05/22/2014, 1.0, 52161518, 52000000.0, ","
04/17/2014, 1.0, 52161518, 52000000.0, "
"
12/31/2012, $105.00, 44101503, 44101500.0, ","
01/02/2013, $105.00, 44101503, 44101500.0, "
"
nan, $7.00, 76120000.0, ","
nan, $3.00, 76120000.0, "
